Airline Name,Review Date,Type Of Traveller,Seat Type,Date Flown,Recommended,Verified,Overall_Rating,Seat Comfort,Cabin Staff Service,Food & Beverages,Ground Service,Inflight Entertainment,Wifi & Connectivity,Value For Money
TAAG Angola Airlines,6th January 2016,Solo Leisure,First Class,January 2016,yes,FALSE,9,4,4,5,3,3,,5
TAAG Angola Airlines,15th November 2015,Family Leisure,Economy Class,October 2015,no,FALSE,5,3,1,1,3,4,,1
TAAG Angola Airlines,15th April 2014,,Business Class,,yes,FALSE,8,4,4,5,,4,,5
TAAG Angola Airlines,10th September 2013,,Business Class,,yes,FALSE,7,5,4,3,,2,,4
TAAG Angola Airlines,19th July 2013,,Business Class,,yes,FALSE,4,3,4,1,,1,,2
TAAG Angola Airlines,21st March 2013,,Economy Class,,yes,FALSE,6,4,4,4,,2,,3
TAAG Angola Airlines,4th December 2012,,Economy Class,,no,FALSE,5,,,,,,,1
TAAG Angola Airlines,20th February 2012,,Economy Class,,yes,FALSE,4,,,,,,,4
TAAG Angola Airlines,10th September 2010,,Economy Class,,no,FALSE,7,,,,,,,1
TAAG Angola Airlines,1st September 2010,,,,no,FALSE,2,,,,,,,
TAAG Angola Airlines,20th January 2010,,,,no,FALSE,1,,,,,,,
TAAG Angola Airlines,18th April 2009,,,,no,FALSE,1,,,,,,,
TAAG Angola Airlines,14th January 2009,,,,no,FALSE,1,,,,,,,
TAAG Angola Airlines,19th March 2008,,,,no,FALSE,1,,,,,,,
TAAG Angola Airlines,22nd August 2007,,,,no,FALSE,1,,,,,,,
TAAG Angola Airlines,1st August 2007,,,,no,FALSE,3,,,,,,,
TAAG Angola Airlines,14th July 2007,,,,no,FALSE,n,,,,,,,
TAAG Angola Airlines,4th November 2006,,,,no,FALSE,n,,,,,,,
TACA Regional,26th June 2013,,Economy Class,,yes,FALSE,1,,,,,,,4
TACA Regional,1st March 2012,,Economy Class,,yes,FALSE,7,,,,,,,1
TACA Regional,9th November 2009,,Economy Class,,no,FALSE,1,,,,,,,1
TAG Airlines,25th January 2023,Couple Leisure,Economy Class,January 2023,no,FALSE,1,1,1,1,1,1,1,1
TAG Airlines,22nd August 2022,Couple Leisure,Economy Class,August 2022,no,TRUE,1,1,1,,1,,,1
TAG Airlines,10th August 2022,Couple Leisure,Economy Class,August 2022,no,TRUE,2,2,2,1,1,,,1
TAG Airlines,2nd August 2022,Family Leisure,Economy Class,August 2022,yes,TRUE,6,4,4,,4,,,4
TAG Airlines,17th November 2021,Solo Leisure,Economy Class,October 2021,no,TRUE,2,1,1,,2,,,2
TAG Airlines,26th September 2021,Couple Leisure,Economy Class,September 2021,yes,TRUE,1,4,5,,5,,,5
TAG Airlines,6th April 2021,Solo Leisure,Economy Class,December 2020,no,FALSE,1,1,1,1,1,1,1,1
TAG Airlines,2nd April 2021,Family Leisure,Economy Class,March 2021,no,FALSE,1,1,1,1,1,1,1,1
TAG Airlines,17th April 2020,Family Leisure,Economy Class,March 2020,no,FALSE,1,,,,,,,1
TAG Airlines,5th December 2019,Business,Economy Class,December 2019,no,TRUE,1,1,3,,1,,,1
TAG Airlines,25th January 2019,Couple Leisure,Economy Class,December 2018,no,TRUE,1,,,,1,,,1
TAG Airlines,16th August 2016,Family Leisure,Economy Class,June 2016,yes,FALSE,9,5,4,4,4,,,4
TAG Airlines,19th July 2016,Solo Leisure,Economy Class,July 2016,yes,FALSE,8,4,5,4,4,1,1,3
Tailwind Airlines,16th November 2019,Solo Leisure,Economy Class,September 2019,no,FALSE,6,4,4,4,5,,,4
Tailwind Airlines,21st November 2017,Business,Economy Class,August 2017,no,TRUE,1,1,1,,1,,,1
Tailwind Airlines,22nd September 2016,Family Leisure,Economy Class,August 2016,yes,FALSE,7,3,2,,2,,,4
TAM Airlines,28th July 2017,Family Leisure,Economy Class,July 2017,no,FALSE,1,3,2,4,1,5,,1
TAM Airlines,20th June 2016,Solo Leisure,Economy Class,May 2016,yes,FALSE,9,4,5,3,5,,,5
TAM Airlines,21st May 2016,Couple Leisure,Economy Class,May 2016,no,FALSE,6,2,2,2,3,1,,5
TAM Airlines,17th May 2016,Family Leisure,Economy Class,January 2016,yes,FALSE,7,3,3,4,3,3,,4
TAM Airlines,4th April 2016,Couple Leisure,Economy Class,March 2016,yes,FALSE,6,3,4,3,3,2,,3
TAM Airlines,4th April 2016,Couple Leisure,Economy Class,March 2016,yes,FALSE,7,3,4,3,3,1,,4
TAM Airlines,28th March 2016,Solo Leisure,Economy Class,March 2016,no,FALSE,1,2,1,2,1,3,,1
TAM Airlines,28th March 2016,Couple Leisure,Economy Class,March 2016,yes,FALSE,7,4,5,4,5,5,,4
TAM Airlines,24th March 2016,Family Leisure,Economy Class,December 2015,no,FALSE,1,1,1,,1,,,1
TAM Airlines,15th March 2016,Couple Leisure,Economy Class,March 2016,no,FALSE,6,3,3,1,3,1,2,2
TAM Airlines,10th March 2016,Solo Leisure,Economy Class,May 2015,no,FALSE,4,1,3,2,2,2,,3
TAM Airlines,4th March 2016,Family Leisure,Economy Class,March 2016,no,FALSE,3,3,3,1,2,2,,1
TAM Airlines,29th February 2016,Solo Leisure,Economy Class,February 2016,no,FALSE,3,1,1,1,3,2,,3
TAM Airlines,10th February 2016,Solo Leisure,Business Class,February 2016,yes,FALSE,9,5,4,3,4,2,,5
TAM Airlines,8th February 2016,Solo Leisure,Economy Class,February 2016,no,FALSE,5,3,4,3,1,4,,2
TAM Airlines,8th February 2016,Couple Leisure,Economy Class,February 2016,no,FALSE,1,1,1,1,1,1,,1
TAM Airlines,19th January 2016,Couple Leisure,Economy Class,January 2016,no,FALSE,1,1,1,1,1,1,,1
TAM Airlines,3rd January 2016,Solo Leisure,Economy Class,January 2015,no,FALSE,1,1,1,1,2,1,1,1
TAM Airlines,17th December 2015,Couple Leisure,Economy Class,December 2015,yes,FALSE,7,4,4,3,5,4,,4
TAM Airlines,16th December 2015,Couple Leisure,Business Class,December 2015,no,FALSE,4,5,1,1,1,4,,2
TAM Airlines,3rd December 2015,Couple Leisure,Economy Class,November 2015,yes,FALSE,7,3,4,4,3,,,5
TAM Airlines,2nd December 2015,Couple Leisure,Economy Class,November 2015,no,FALSE,4,3,1,2,4,2,,4
TAM Airlines,27th November 2015,Solo Leisure,Economy Class,November 2015,no,FALSE,4,2,3,1,1,,,1
TAM Airlines,19th November 2015,Business,Economy Class,November 2015,yes,FALSE,7,3,4,3,4,2,,4
TAM Airlines,18th November 2015,Solo Leisure,Economy Class,November 2015,no,FALSE,5,2,1,1,1,1,1,3
TAM Airlines,12th November 2015,Business,Business Class,November 2015,yes,FALSE,1,5,5,5,5,5,,5
TAM Airlines,11th November 2015,Business,Economy Class,October 2015,no,FALSE,3,1,2,1,1,1,1,2
TAM Airlines,10th November 2015,Solo Leisure,Economy Class,November 2015,yes,FALSE,8,4,4,5,4,4,,5
TAM Airlines,9th October 2015,Business,Economy Class,October 2015,no,FALSE,1,1,1,1,1,1,1,1
TAM Airlines,9th October 2015,Couple Leisure,Business Class,October 2015,yes,FALSE,7,5,5,5,5,,,5
TAM Airlines,3rd October 2015,Couple Leisure,Economy Class,September 2015,yes,FALSE,9,4,4,,4,,,5
TAM Airlines,23rd September 2015,Business,Economy Class,September 2015,no,FALSE,1,2,3,2,1,2,,1
TAM Airlines,19th September 2015,Solo Leisure,Economy Class,September 2015,yes,FALSE,7,4,3,3,4,4,,4
TAM Airlines,15th September 2015,Solo Leisure,Business Class,September 2015,yes,FALSE,7,4,5,5,1,4,,3
TAM Airlines,9th September 2015,Family Leisure,Economy Class,September 2015,no,FALSE,1,3,3,1,1,1,1,1
TAM Airlines,2nd September 2015,Solo Leisure,Economy Class,August 2015,yes,FALSE,1,5,5,5,5,,,5
TAM Airlines,28th July 2015,Business,Business Class,July 2015,no,FALSE,2,3,1,1,3,3,1,1
TAM Airlines,22nd July 2015,Couple Leisure,Economy Class,July 2015,no,FALSE,1,1,3,1,1,,,1
TAM Airlines,20th July 2015,Solo Leisure,Economy Class,July 2015,no,FALSE,1,2,1,1,3,1,,1
TAM Airlines,14th July 2015,Business,Business Class,July 2015,no,FALSE,2,1,1,3,1,1,,1
TAM Airlines,10th July 2015,Couple Leisure,Economy Class,July 2015,no,FALSE,1,1,1,1,1,1,1,1
TAM Airlines,10th July 2015,Family Leisure,Economy Class,December 2014,yes,FALSE,1,4,5,5,4,4,,3
TAM Airlines,22nd June 2015,Family Leisure,Economy Class,June 2015,no,FALSE,1,1,1,1,1,,,1
TAM Airlines,17th June 2015,Family Leisure,Economy Class,June 2015,yes,FALSE,9,4,5,4,5,5,,4
TAM Airlines,20th May 2015,,Business Class,,no,FALSE,2,3,1,1,,4,,2
TAM Airlines,17th March 2015,,Economy Class,,yes,FALSE,7,4,4,3,,0,,3
TAM Airlines,4th March 2015,,Economy Class,,no,FALSE,5,2,4,1,,1,,2
TAM Airlines,4th March 2015,,Economy Class,,yes,FALSE,7,4,4,4,,3,,4
TAM Airlines,26th January 2015,,Business Class,,no,FALSE,6,3,4,4,,1,,2
TAM Airlines,23rd January 2015,,Business Class,,yes,FALSE,6,4,5,4,,3,,4
TAM Airlines,14th January 2015,,Economy Class,,no,FALSE,3,3,2,1,,1,,2
TAM Airlines,14th January 2015,,Business Class,,no,FALSE,2,1,1,1,,1,,1
TAM Airlines,11th January 2015,,Economy Class,,yes,FALSE,8,5,4,4,,5,,5
TAM Airlines,11th January 2015,,Economy Class,,no,FALSE,n,3,2,3,,3,,1
TAM Airlines,31st December 2014,,Business Class,,yes,FALSE,8,4,5,4,,4,,5
TAM Airlines,18th December 2014,,Business Class,,no,FALSE,5,3,3,4,,2,,4
TAM Airlines,20th November 2014,,Economy Class,,no,FALSE,n,1,2,1,,0,,2
TAM Airlines,31st October 2014,,Economy Class,,yes,FALSE,8,4,4,4,,4,,4
TAM Airlines,28th October 2014,,Economy Class,,yes,FALSE,8,4,3,4,,3,,4
TAM Airlines,14th September 2014,,Business Class,,no,FALSE,2,3,1,2,,3,,3
TAM Airlines,10th September 2014,,Business Class,,yes,FALSE,9,4,4,4,,5,,4
TAM Airlines,6th September 2014,,Business Class,,no,FALSE,3,2,2,1,,1,,2
TAM Airlines,28th August 2014,,Economy Class,,no,FALSE,n,4,4,3,,0,,1
TAM Airlines,28th August 2014,,Business Class,,no,FALSE,3,2,2,2,,2,,2
TAM Airlines,20th August 2014,,Economy Class,,no,FALSE,2,1,2,1,,3,,2
TAM Airlines,14th August 2014,,Economy Class,,yes,FALSE,8,4,5,4,,3,,5
TAM Airlines,14th August 2014,,Economy Class,,yes,FALSE,5,4,3,2,,4,,4
TAM Airlines,11th August 2014,,Economy Class,,yes,FALSE,7,4,4,3,,4,,3
TAM Airlines,11th August 2014,,Economy Class,,yes,FALSE,7,4,4,4,,4,,4
TAM Airlines,3rd August 2014,,Economy Class,,no,FALSE,1,1,1,3,,1,,1
TAM Airlines,17th July 2014,,Economy Class,,no,FALSE,4,2,2,1,,1,,2
TAM Airlines,25th June 2014,,Business Class,,no,FALSE,3,1,3,2,,1,,2
TAM Airlines,10th June 2014,,Business Class,,yes,FALSE,6,5,5,3,,3,,3
TAM Airlines,8th June 2014,,Economy Class,,yes,FALSE,1,4,5,5,,3,,4
TAM Airlines,3rd June 2014,,Business Class,,no,FALSE,1,3,1,2,,4,,2
TAM Airlines,27th May 2014,,Business Class,,yes,FALSE,1,5,5,5,,5,,5
TAM Airlines,11th May 2014,,Economy Class,,no,FALSE,2,1,1,1,,3,,1
TAM Airlines,1st May 2014,,Business Class,,no,FALSE,2,1,1,2,,2,,1
TAM Airlines,28th April 2014,,Business Class,,yes,FALSE,5,4,5,3,,4,,5
TAM Airlines,15th April 2014,,Business Class,,yes,FALSE,8,4,5,4,,0,,5
TAM Airlines,13th April 2014,,Business Class,,no,FALSE,n,4,1,2,,2,,1
TAM Airlines,6th April 2014,,Business Class,,yes,FALSE,9,5,5,4,,5,,5
TAM Airlines,28th March 2014,,Business Class,,no,FALSE,2,1,1,1,,1,,1
TAM Airlines,27th March 2014,,Business Class,,yes,FALSE,8,4,5,4,,5,,5
TAM Airlines,4th February 2014,,First Class,,yes,FALSE,5,4,4,3,,3,,3
TAM Airlines,31st January 2014,,Economy Class,,no,FALSE,5,2,4,2,,5,,2
TAM Airlines,15th January 2014,,Business Class,,yes,FALSE,6,5,3,4,,4,,4
TAM Airlines,13th January 2014,,Economy Class,,no,FALSE,3,1,3,1,,1,,1
TAM Airlines,6th January 2014,,Economy Class,,no,FALSE,2,2,1,1,,1,,2
TAM Airlines,13th December 2013,,Economy Class,,yes,FALSE,1,3,5,3,,3,,5
TAM Airlines,9th December 2013,,Business Class,,no,FALSE,3,4,1,4,,3,,3
TAM Airlines,7th December 2013,,Economy Class,,yes,FALSE,1,2,5,1,,3,,5
TAM Airlines,2nd December 2013,,Business Class,,no,FALSE,3,1,1,2,,2,,2
TAM Airlines,25th November 2013,,Economy Class,,yes,FALSE,6,3,3,4,,4,,3
TAM Airlines,5th November 2013,,Business Class,,no,FALSE,2,3,1,1,,2,,1
TAM Airlines,25th October 2013,,Economy Class,,yes,FALSE,6,2,3,1,,1,,3
TAM Airlines,22nd October 2013,,Economy Class,,no,FALSE,2,2,4,1,,0,,2
TAM Airlines,10th October 2013,,Economy Class,,no,FALSE,n,3,1,2,,1,,3
TAM Airlines,13th September 2013,,Economy Class,,yes,FALSE,8,4,4,4,,4,,5
TAM Airlines,12th September 2013,,Business Class,,no,FALSE,7,3,2,4,,4,,4
TAME,25th March 2020,Couple Leisure,Economy Class,March 2020,no,FALSE,1,,,,,,,1
TAME,21st March 2020,Solo Leisure,Economy Class,March 2020,no,TRUE,1,,,,,,,1
TAME,24th February 2020,Family Leisure,Economy Class,February 2020,no,TRUE,1,,,,,,,1
TAME,24th May 2019,Solo Leisure,Economy Class,May 2019,no,TRUE,1,1,1,1,1,,,1
TAME,4th April 2019,Couple Leisure,Economy Class,April 2019,no,TRUE,1,3,3,,1,,,1
TAME,1st April 2019,Couple Leisure,Economy Class,April 2019,no,TRUE,1,1,2,1,1,1,1,1
TAME,12th March 2019,Couple Leisure,Economy Class,March 2019,no,TRUE,1,1,1,1,1,1,1,1
TAME,26th January 2019,Solo Leisure,Economy Class,November 2018,no,FALSE,1,,,,,,,1
TAME,22nd July 2018,Couple Leisure,Economy Class,June 2018,no,TRUE,1,3,2,2,2,1,1,1
TAME,2nd June 2018,Solo Leisure,Economy Class,May 2018,yes,TRUE,9,3,5,3,4,,,4
TAME,25th April 2018,Couple Leisure,Economy Class,December 2017,no,TRUE,1,1,1,,1,,,1
TAME,3rd March 2018,Couple Leisure,Economy Class,March 2018,no,TRUE,1,1,1,1,1,1,1,1
TAME,10th January 2018,Family Leisure,Economy Class,December 2017,no,TRUE,1,1,1,1,1,1,1,1
TAME,28th November 2017,Family Leisure,Economy Class,November 2017,no,TRUE,1,1,3,3,1,2,,1
TAME,4th November 2017,Solo Leisure,Economy Class,October 2017,no,FALSE,1,,,,1,,,1
TAME,10th October 2017,Solo Leisure,Economy Class,October 2017,no,FALSE,1,3,3,,1,,,1
TAME,25th September 2017,Couple Leisure,Economy Class,September 2017,no,FALSE,1,,,,,,,1
TAME,8th June 2016,Couple Leisure,Economy Class,May 2016,no,FALSE,1,,,,,,,1
TAME,6th June 2014,,Economy Class,,no,FALSE,1,0,0,0,,0,,0
TAME,14th March 2014,,Economy Class,,yes,FALSE,7,0,0,0,,0,,0
TAME,8th January 2014,,Business Class,,no,FALSE,3,2,3,2,,1,,2
TAME,17th January 2011,,Economy Class,,yes,FALSE,8,,,,,,,4
TAME,24th October 2010,,,,no,FALSE,1,,,,,,,
TAME,10th March 2009,,,,no,FALSE,3,,,,,,,
TAME,13th January 2009,,,,no,FALSE,4,,,,,,,
TAME,8th October 2007,,,,no,FALSE,n,,,,,,,
TAME,30th May 2007,,,,no,FALSE,n,,,,,,,
TAME,13th February 2007,,,,no,FALSE,n,,,,,,,
TAME,15th November 2006,,,,no,FALSE,n,,,,,,,
TAME,29th July 2006,,,,no,FALSE,n,,,,,,,
TAME,1st October 2005,,,,no,FALSE,n,,,,,,,
TAME,7th March 2005,,,,no,FALSE,n,,,,,,,
TAME,9th October 2004,,,,no,FALSE,n,,,,,,,
TAME,3rd April 2004,,,,no,FALSE,n,,,,,,,
TAME,12th February 2004,,,,no,FALSE,n,,,,,,,
TAME,4th February 2004,,,,no,FALSE,n,,,,,,,
TAME,8th January 2004,,,,no,FALSE,n,,,,,,,
Tame Línea Aérea Del Ecuador,10th March 2020,Couple Leisure,Economy Class,March 2020,no,FALSE,1,1,1,,1,,,1
Tame Línea Aérea Del Ecuador,8th January 2020,Family Leisure,Economy Class,December 2019,no,FALSE,2,1,3,3,1,,2,1
Tame Línea Aérea Del Ecuador,11th June 2019,Couple Leisure,Economy Class,June 2019,no,TRUE,1,,,,,,,1
Tame Línea Aérea Del Ecuador,11th January 2019,Family Leisure,Economy Class,December 2018,no,TRUE,1,1,1,1,1,1,1,1
Tame Línea Aérea Del Ecuador,20th June 2018,Couple Leisure,Economy Class,January 2018,no,FALSE,1,,,,,,,1
Tame Línea Aérea Del Ecuador,9th June 2018,Couple Leisure,Economy Class,June 2018,no,TRUE,1,1,1,1,1,,,1
Tame Línea Aérea Del Ecuador,1st January 2018,Couple Leisure,Economy Class,January 2018,no,TRUE,3,1,3,1,3,,,2
Tame Línea Aérea Del Ecuador,5th November 2017,Solo Leisure,Economy Class,October 2017,yes,FALSE,6,3,3,3,5,,,4
Tame Línea Aérea Del Ecuador,23rd May 2017,Business,Economy Class,May 2017,no,FALSE,4,3,4,1,3,,,3
Tame Línea Aérea Del Ecuador,25th August 2016,Family Leisure,Economy Class,July 2016,no,FALSE,1,1,1,1,2,1,1,1
Tame Línea Aérea Del Ecuador,17th February 2016,Family Leisure,Economy Class,February 2016,no,FALSE,1,1,4,1,1,1,,1
Tame Línea Aérea Del Ecuador,5th January 2016,Couple Leisure,Business Class,December 2015,no,FALSE,1,5,1,1,1,1,,1
TAP Portugal,19th July 2023,Family Leisure,Economy Class,July 2023,no,FALSE,1,2,2,1,1,1,1,2
TAP Portugal,17th July 2023,Solo Leisure,Economy Class,July 2023,no,TRUE,2,3,2,,2,,,1
TAP Portugal,15th July 2023,Solo Leisure,Economy Class,June 2023,no,TRUE,1,1,1,,1,,,1
TAP Portugal,15th July 2023,Family Leisure,Economy Class,June 2023,no,FALSE,1,1,1,1,1,2,1,1
TAP Portugal,14th July 2023,Business,Economy Class,May 2023,no,TRUE,2,1,1,,1,,,2
TAP Portugal,14th July 2023,Solo Leisure,Economy Class,June 2023,no,FALSE,4,4,4,5,1,4,,3
TAP Portugal,11th July 2023,Solo Leisure,Economy Class,September 2022,no,FALSE,1,1,1,,1,,,1
TAP Portugal,10th July 2023,Couple Leisure,Economy Class,June 2023,no,TRUE,1,2,3,2,1,,,2
TAP Portugal,10th July 2023,Family Leisure,Economy Class,July 2023,no,TRUE,1,1,1,1,1,1,1,1
TAP Portugal,6th July 2023,Business,Business Class,July 2023,no,TRUE,1,1,1,1,1,1,1,1
TAP Portugal,5th July 2023,Couple Leisure,Economy Class,July 2023,no,TRUE,1,1,1,1,1,1,1,1
TAP Portugal,2nd July 2023,Family Leisure,Economy Class,July 2023,no,TRUE,1,1,1,1,1,1,1,1
TAP Portugal,2nd July 2023,Solo Leisure,Economy Class,September 2022,no,TRUE,1,1,1,,1,,,1
TAP Portugal,30th June 2023,Solo Leisure,Economy Class,June 2023,no,TRUE,2,4,4,,2,,,2
TAP Portugal,28th June 2023,Business,Economy Class,June 2023,yes,TRUE,9,5,5,,2,,,4
TAP Portugal,26th June 2023,Solo Leisure,Premium Economy,August 2022,no,FALSE,1,1,1,1,5,,,1
TAP Portugal,24th June 2023,Business,Premium Economy,June 2023,yes,TRUE,1,5,5,,4,,,5
TAP Portugal,24th June 2023,Family Leisure,Economy Class,April 2023,no,TRUE,2,2,4,2,2,2,3,1
TAP Portugal,22nd June 2023,Solo Leisure,Economy Class,June 2023,no,TRUE,1,2,2,1,1,2,,1
TAP Portugal,22nd June 2023,Solo Leisure,Economy Class,June 2023,no,FALSE,1,3,3,,1,,,1
TAP Portugal,21st June 2023,Business,Economy Class,June 2023,yes,TRUE,8,5,4,,2,,,5
TAP Portugal,20th June 2023,Couple Leisure,Economy Class,June 2023,no,FALSE,1,1,1,1,1,1,1,1
TAP Portugal,20th June 2023,Family Leisure,Economy Class,June 2023,no,FALSE,1,1,1,1,1,1,1,1
TAP Portugal,19th June 2023,Couple Leisure,Economy Class,April 2023,no,FALSE,1,3,3,3,3,3,3,1
TAP Portugal,15th June 2023,Family Leisure,Economy Class,June 2023,no,TRUE,1,,,,,,,1
TAP Portugal,12th June 2023,Couple Leisure,Business Class,June 2023,no,TRUE,1,1,3,1,1,1,1,1
TAP Portugal,12th June 2023,Family Leisure,Economy Class,May 2023,no,TRUE,1,1,1,1,1,1,1,1
TAP Portugal,11th June 2023,Business,Business Class,June 2023,no,FALSE,1,1,1,1,1,1,,1
TAP Portugal,10th June 2023,Business,Economy Class,June 2023,no,TRUE,3,3,1,1,1,3,,2
TAP Portugal,9th June 2023,Couple Leisure,Economy Class,June 2023,no,TRUE,3,3,5,3,4,,,4
TAP Portugal,8th June 2023,Business,Economy Class,June 2023,yes,TRUE,7,5,5,,1,,,5
TAP Portugal,5th June 2023,Solo Leisure,Economy Class,June 2023,no,TRUE,1,4,4,1,3,,,1
TAP Portugal,4th June 2023,Couple Leisure,Economy Class,June 2023,no,TRUE,1,2,2,2,1,1,1,1
TAP Portugal,1st June 2023,Family Leisure,Economy Class,April 2023,no,FALSE,1,2,1,1,1,2,1,1
TAP Portugal,28th May 2023,Couple Leisure,Economy Class,May 2023,no,FALSE,1,1,1,2,1,3,1,1
TAP Portugal,26th May 2023,Business,Economy Class,May 2023,yes,TRUE,9,5,4,,3,,,5
TAP Portugal,24th May 2023,Business,Economy Class,May 2023,yes,TRUE,1,5,5,,3,,,5
TAP Portugal,24th May 2023,Business,Economy Class,May 2023,no,TRUE,6,4,4,,3,,,3
TAP Portugal,23rd May 2023,Solo Leisure,Economy Class,May 2023,no,TRUE,1,,,,1,,,1
TAP Portugal,20th May 2023,Couple Leisure,Economy Class,May 2023,no,TRUE,2,4,2,3,2,5,,1
TAP Portugal,12th May 2023,Business,Economy Class,March 2023,yes,TRUE,7,5,4,,3,,,5
TAP Portugal,12th May 2023,Business,Economy Class,May 2023,yes,TRUE,1,5,5,,5,,,5
TAP Portugal,9th May 2023,Couple Leisure,Business Class,May 2023,yes,TRUE,7,3,4,4,3,,,4
TAP Portugal,9th May 2023,Business,Business Class,May 2023,no,TRUE,1,1,1,1,2,,,1
TAP Portugal,9th May 2023,Couple Leisure,Economy Class,May 2023,no,FALSE,1,1,2,1,1,,,1
TAP Portugal,8th May 2023,Solo Leisure,Economy Class,May 2023,no,TRUE,1,1,1,1,1,1,1,1
TAP Portugal,4th May 2023,Business,Economy Class,May 2023,no,TRUE,4,1,3,2,3,1,1,2
TAP Portugal,4th May 2023,Family Leisure,Economy Class,October 2022,no,TRUE,1,1,1,,1,,,1
TAP Portugal,3rd May 2023,Couple Leisure,Economy Class,May 2023,no,TRUE,2,2,1,,1,,,2
TAP Portugal,2nd May 2023,Family Leisure,Economy Class,May 2023,no,TRUE,1,1,1,1,1,1,1,1
TAP Portugal,30th April 2023,Couple Leisure,First Class,April 2023,no,FALSE,2,3,5,2,1,2,1,2
TAP Portugal,28th April 2023,Solo Leisure,Economy Class,April 2023,no,TRUE,1,2,1,,1,,,1
TAP Portugal,25th April 2023,Family Leisure,Economy Class,April 2023,no,FALSE,1,1,1,1,1,1,1,1
TAP Portugal,20th April 2023,Couple Leisure,Business Class,September 2022,no,TRUE,1,2,2,1,1,2,1,1
TAP Portugal,20th April 2023,Business,Premium Economy,April 2023,no,TRUE,1,1,1,,1,,,1
TAP Portugal,20th April 2023,Couple Leisure,Economy Class,April 2023,no,FALSE,2,3,4,,1,,,2
TAP Portugal,18th April 2023,Business,Economy Class,April 2023,no,TRUE,1,1,1,1,1,1,1,1
TAP Portugal,14th April 2023,Family Leisure,Economy Class,April 2023,no,TRUE,1,1,1,1,1,1,,1
TAP Portugal,1st April 2023,Family Leisure,Economy Class,March 2023,no,FALSE,1,1,1,1,1,2,,1
TAP Portugal,30th March 2023,Couple Leisure,Economy Class,March 2023,no,TRUE,1,1,1,1,1,1,1,1
TAP Portugal,29th March 2023,Couple Leisure,Economy Class,January 2023,no,TRUE,1,,,,,,,1
TAP Portugal,23rd March 2023,Solo Leisure,Economy Class,May 2022,no,TRUE,1,2,2,,1,,,1
TAP Portugal,19th March 2023,Solo Leisure,Economy Class,March 2023,no,FALSE,1,4,4,,4,,,4
TAP Portugal,18th March 2023,Business,Economy Class,February 2023,no,TRUE,1,,,,1,,,1
TAP Portugal,15th March 2023,Couple Leisure,Business Class,March 2023,no,FALSE,1,1,4,3,2,1,4,1
TAP Portugal,14th March 2023,Solo Leisure,Business Class,March 2023,no,FALSE,2,2,5,2,2,1,2,1
TAP Portugal,13th March 2023,Solo Leisure,Economy Class,March 2023,no,FALSE,1,3,1,1,1,1,1,1
TAP Portugal,12th March 2023,Business,Business Class,March 2023,yes,TRUE,7,4,4,4,3,3,,5
TAP Portugal,11th March 2023,Business,Economy Class,March 2023,yes,TRUE,1,5,5,,5,,,5
TAP Portugal,10th March 2023,Couple Leisure,Economy Class,September 2022,no,TRUE,1,2,3,1,1,1,1,1
TAP Portugal,8th March 2023,Couple Leisure,Economy Class,March 2023,no,FALSE,1,3,1,1,1,1,1,1
TAP Portugal,27th February 2023,Couple Leisure,Economy Class,April 2022,no,FALSE,1,,,,1,,,1
TAP Portugal,26th February 2023,Business,Economy Class,February 2023,yes,TRUE,1,5,5,,5,,,5
TAP Portugal,25th February 2023,Solo Leisure,Economy Class,February 2023,no,TRUE,1,2,3,1,1,4,1,1
TAP Portugal,24th February 2023,Solo Leisure,Economy Class,February 2023,no,TRUE,1,1,1,1,1,1,1,1
TAP Portugal,22nd February 2023,Business,Business Class,February 2023,no,TRUE,2,2,1,1,3,5,1,2
TAP Portugal,18th February 2023,Couple Leisure,Economy Class,February 2023,no,FALSE,1,2,3,1,1,2,2,2
TAP Portugal,18th February 2023,Couple Leisure,Business Class,February 2023,yes,TRUE,1,5,5,5,5,5,2,5
TAP Portugal,18th February 2023,Couple Leisure,Business Class,February 2023,yes,TRUE,1,5,5,5,5,5,5,5
TAP Portugal,16th February 2023,Couple Leisure,Economy Class,February 2023,no,TRUE,2,2,4,2,1,3,,2
TAP Portugal,15th February 2023,Couple Leisure,Economy Class,February 2023,no,TRUE,1,,,,,,,1
TAP Portugal,14th February 2023,Solo Leisure,Economy Class,February 2023,no,TRUE,4,4,4,4,1,3,,1
TAP Portugal,12th February 2023,Business,Business Class,February 2023,yes,TRUE,7,4,5,4,5,,,5
TAP Portugal,12th February 2023,Business,Economy Class,February 2023,no,TRUE,1,,,,1,,,1
TAP Portugal,11th February 2023,Solo Leisure,Economy Class,February 2023,no,FALSE,1,1,1,1,1,1,1,1
TAP Portugal,11th February 2023,Business,Economy Class,February 2023,yes,TRUE,1,5,5,,4,,,5
TAP Portugal,6th February 2023,Family Leisure,Economy Class,August 2022,yes,FALSE,7,3,3,1,4,2,3,4
TAP Portugal,5th February 2023,Family Leisure,Economy Class,January 2023,no,TRUE,7,4,5,3,4,3,,4
TAP Portugal,5th February 2023,Business,Premium Economy,February 2023,yes,TRUE,1,5,5,,4,,,5
TAP Portugal,2nd February 2023,Solo Leisure,Economy Class,December 2022,no,FALSE,1,1,1,1,1,1,1,1
TAP Portugal,28th January 2023,Business,Economy Class,January 2023,yes,TRUE,9,5,3,,4,,,5
