Index,Airline Name,Overall_Rating,Review Date,Verified,Type Of Traveller,Seat Type,Date Flown,Seat Comfort,Cabin Staff Service,Food & Beverages,Ground Service,Inflight Entertainment,Wifi & Connectivity,Value For Money,Recommended
16986,Royal Brunei Airlines,1,3rd February 2019,TRUE,Solo Leisure,Economy Class,February 2019,2,2,2,1,1,,1,no
16987,Royal Brunei Airlines,2,4th January 2019,TRUE,Family Leisure,Business Class,December 2018,2,1,1,1,1,,1,no
16988,Royal Brunei Airlines,1,20th December 2018,TRUE,Couple Leisure,Economy Class,December 2018,5,5,4,4,5,,5,yes
16989,Royal Brunei Airlines,1,10th December 2018,FALSE,Solo Leisure,Economy Class,November 2018,5,5,3,5,5,5,5,yes
16990,Royal Brunei Airlines,4,4th December 2018,TRUE,Solo Leisure,Business Class,November 2018,2,2,2,2,2,,2,no
16991,Royal Brunei Airlines,6,5th November 2018,TRUE,Solo Leisure,Economy Class,November 2018,4,3,2,4,1,,3,yes
16992,Royal Brunei Airlines,9,5th November 2018,TRUE,Solo Leisure,Economy Class,November 2018,4,5,3,5,3,,4,yes
16993,Royal Brunei Airlines,5,16th September 2018,TRUE,Family Leisure,Business Class,September 2018,3,3,4,3,2,,3,no
16994,Royal Brunei Airlines,9,22nd July 2018,TRUE,Solo Leisure,Business Class,February 2018,5,5,5,5,4,,5,yes
16995,Royal Brunei Airlines,8,18th July 2018,TRUE,Solo Leisure,Economy Class,December 2017,4,5,4,4,4,,4,yes
16996,Royal Brunei Airlines,9,11th June 2018,TRUE,Couple Leisure,Business Class,May 2018,5,5,5,5,4,4,5,yes
16997,Royal Brunei Airlines,5,13th April 2018,TRUE,Solo Leisure,Economy Class,March 2018,4,5,3,1,4,,5,no
16998,Royal Brunei Airlines,6,8th March 2018,TRUE,Solo Leisure,Economy Class,March 2018,4,3,4,4,4,,4,no
16999,Royal Brunei Airlines,1,8th March 2018,TRUE,Business,Economy Class,January 2018,5,5,5,5,5,,5,yes
17000,Royal Brunei Airlines,1,8th February 2018,TRUE,Couple Leisure,Economy Class,February 2018,4,5,5,5,4,1,5,yes
17001,Royal Brunei Airlines,5,2nd February 2018,TRUE,Couple Leisure,Business Class,January 2018,4,1,2,4,2,,3,yes
17002,Royal Brunei Airlines,9,1st February 2018,TRUE,Couple Leisure,Business Class,December 2017,5,5,5,5,4,,5,yes
17003,Royal Brunei Airlines,1,6th January 2018,TRUE,Solo Leisure,Economy Class,January 2018,4,5,4,5,5,,5,yes
17004,Royal Brunei Airlines,1,6th December 2017,TRUE,Business,Economy Class,November 2017,5,5,5,5,,,5,yes
17005,Royal Brunei Airlines,9,18th July 2017,FALSE,Solo Leisure,Business Class,July 2017,5,5,5,4,2,,5,yes
17006,Royal Brunei Airlines,1,11th July 2017,FALSE,Solo Leisure,Economy Class,July 2017,5,5,5,5,5,,5,yes
17007,Royal Brunei Airlines,6,1st July 2017,FALSE,Couple Leisure,Economy Class,May 2017,1,5,4,4,5,4,4,no
17008,Royal Brunei Airlines,8,6th June 2017,FALSE,Solo Leisure,Economy Class,June 2017,4,5,4,5,1,,3,yes
17009,Royal Brunei Airlines,8,16th March 2017,FALSE,Solo Leisure,Economy Class,March 2017,4,4,5,4,5,4,5,yes
17010,Royal Brunei Airlines,7,2nd March 2017,FALSE,Family Leisure,Economy Class,February 2017,3,4,4,4,4,,5,yes
17011,Royal Brunei Airlines,4,8th January 2017,FALSE,Couple Leisure,Economy Class,January 2017,2,5,3,1,4,,2,no
17012,Royal Brunei Airlines,6,4th January 2017,FALSE,Solo Leisure,Economy Class,January 2017,4,3,3,3,,,5,yes
17013,Royal Brunei Airlines,3,3rd January 2017,FALSE,Solo Leisure,Economy Class,December 2016,2,2,2,1,2,,2,no
17014,Royal Brunei Airlines,4,21st December 2016,FALSE,Couple Leisure,Business Class,May 2016,3,3,1,2,2,,2,no
17015,Royal Brunei Airlines,1,15th December 2016,FALSE,Family Leisure,Economy Class,November 2016,5,5,5,5,4,,5,yes
17016,Royal Brunei Airlines,8,5th December 2016,FALSE,Couple Leisure,Economy Class,December 2016,5,4,4,2,3,3,5,yes
17017,Royal Brunei Airlines,9,9th November 2016,FALSE,Family Leisure,Economy Class,September 2016,5,5,4,5,5,,5,yes
17018,Royal Brunei Airlines,8,25th October 2016,FALSE,Solo Leisure,Economy Class,February 2016,4,5,4,4,3,,3,yes
17019,Royal Brunei Airlines,5,8th October 2016,FALSE,Family Leisure,Economy Class,September 2016,3,2,,4,1,,4,no
17020,Royal Brunei Airlines,8,22nd August 2016,FALSE,Solo Leisure,Business Class,August 2016,5,5,4,5,3,,5,yes
17021,Royal Brunei Airlines,1,27th July 2016,FALSE,Family Leisure,Economy Class,July 2016,,,,1,,,1,no
17022,Royal Brunei Airlines,9,16th July 2016,FALSE,Business,Business Class,July 2016,5,5,4,5,3,,5,yes
17023,Royal Brunei Airlines,9,17th June 2016,FALSE,Solo Leisure,Economy Class,May 2016,4,4,4,3,4,,5,yes
17024,Royal Brunei Airlines,8,5th May 2016,FALSE,Solo Leisure,Business Class,April 2016,4,4,5,4,4,,5,yes
17025,Royal Brunei Airlines,7,3rd May 2016,FALSE,Solo Leisure,First Class,May 2016,4,4,4,3,4,,5,yes
17026,Royal Brunei Airlines,7,1st May 2016,FALSE,Couple Leisure,Economy Class,April 2016,4,3,3,4,2,,5,yes
17027,Royal Brunei Airlines,5,28th April 2016,FALSE,Family Leisure,Economy Class,April 2016,,,,2,,,3,no
17028,Royal Brunei Airlines,9,29th March 2016,FALSE,Solo Leisure,Economy Class,February 2016,4,4,4,5,,,5,yes
17029,Royal Brunei Airlines,7,22nd March 2016,FALSE,Solo Leisure,Business Class,March 2016,5,3,2,3,3,,3,yes
17030,Royal Brunei Airlines,8,27th January 2016,FALSE,Business,Business Class,January 2016,4,3,3,4,2,,5,yes
17031,Royal Brunei Airlines,1,11th January 2016,FALSE,Couple Leisure,Business Class,September 2015,5,5,5,5,5,,5,yes
17032,Royal Brunei Airlines,6,3rd January 2016,FALSE,Family Leisure,Economy Class,December 2015,4,3,4,3,3,,4,yes
17033,Royal Brunei Airlines,9,28th December 2015,FALSE,Solo Leisure,Economy Class,May 2015,5,4,4,4,4,,5,yes
17034,Royal Brunei Airlines,9,7th December 2015,FALSE,Couple Leisure,Economy Class,March 2015,4,5,4,5,4,,5,yes
17035,Royal Brunei Airlines,8,20th November 2015,FALSE,Couple Leisure,Economy Class,September 2015,5,5,3,5,5,,5,yes
17036,Royal Brunei Airlines,9,8th November 2015,FALSE,Couple Leisure,Business Class,November 2015,5,5,4,5,4,4,4,yes
17037,Royal Brunei Airlines,1,8th November 2015,FALSE,Solo Leisure,Economy Class,November 2015,5,5,5,5,5,,5,yes
17038,Royal Brunei Airlines,9,28th October 2015,FALSE,Solo Leisure,Business Class,October 2015,4,5,4,5,3,,5,yes
17039,Royal Brunei Airlines,9,4th October 2015,FALSE,Solo Leisure,Economy Class,September 2015,4,5,3,5,4,,5,yes
17040,Royal Brunei Airlines,8,3rd October 2015,FALSE,Solo Leisure,Economy Class,May 2015,3,4,4,4,3,,5,yes
17041,Royal Brunei Airlines,1,26th September 2015,FALSE,Couple Leisure,Economy Class,April 2015,4,5,5,5,4,,5,yes
17042,Royal Brunei Airlines,9,18th September 2015,FALSE,Couple Leisure,Business Class,September 2015,4,5,4,4,3,,5,yes
17043,Royal Brunei Airlines,9,11th September 2015,FALSE,Solo Leisure,Business Class,August 2015,5,5,5,5,3,,5,yes
17044,Royal Brunei Airlines,7,9th September 2015,FALSE,Couple Leisure,Economy Class,September 2015,4,5,3,5,3,,5,yes
17045,Royal Brunei Airlines,2,6th September 2015,FALSE,Couple Leisure,Economy Class,September 2015,2,1,1,1,3,,2,no
17046,Royal Brunei Airlines,9,31st August 2015,FALSE,Couple Leisure,Economy Class,August 2015,4,5,4,3,4,,5,yes
17047,Royal Brunei Airlines,9,27th August 2015,FALSE,Couple Leisure,Economy Class,August 2015,5,4,4,5,4,3,5,yes
17048,Royal Brunei Airlines,8,2nd August 2015,FALSE,Family Leisure,First Class,January 2015,5,5,4,5,5,,5,yes
17049,Royal Brunei Airlines,7,3rd July 2015,FALSE,Solo Leisure,Business Class,,3,5,2,3,2,,4,yes
17050,Royal Brunei Airlines,9,2nd July 2015,FALSE,Couple Leisure,Business Class,June 2015,4,5,5,5,4,,5,yes
17051,Royal Brunei Airlines,1,1st July 2015,FALSE,Family Leisure,Economy Class,October 2014,5,5,5,5,5,,5,yes
17052,Royal Brunei Airlines,9,14th June 2015,FALSE,Business,Business Class,June 2015,4,5,4,5,3,,5,yes
17053,Royal Brunei Airlines,7,22nd May 2015,FALSE,,Business Class,,4,4,2,,3,,5,yes
17054,Royal Brunei Airlines,1,16th May 2015,FALSE,,Economy Class,,5,5,5,,5,,5,yes
17055,Royal Brunei Airlines,9,19th April 2015,FALSE,,Economy Class,,3,5,4,,4,,5,yes
17056,Royal Brunei Airlines,1,17th April 2015,FALSE,,Business Class,,5,5,5,,4,,5,yes
17057,Royal Jordanian Airlines,4,14th July 2023,FALSE,Family Leisure,Economy Class,July 2023,4,2,1,4,2,2,3,no
17058,Royal Jordanian Airlines,2,11th July 2023,TRUE,Business,Business Class,March 2023,3,3,3,4,3,3,1,no
17059,Royal Jordanian Airlines,4,14th June 2023,TRUE,Family Leisure,Economy Class,June 2023,1,3,1,4,,,2,no
17060,Royal Jordanian Airlines,1,19th May 2023,TRUE,Business,Business Class,May 2023,3,1,1,4,1,,1,no
17061,Royal Jordanian Airlines,1,17th May 2023,FALSE,Business,Economy Class,February 2023,1,1,1,1,1,,1,no
17062,Royal Jordanian Airlines,2,23rd April 2023,TRUE,Family Leisure,Economy Class,April 2023,1,1,1,1,1,1,1,no
17063,Royal Jordanian Airlines,3,15th April 2023,TRUE,Solo Leisure,Economy Class,April 2023,3,4,4,1,1,1,5,no
17064,Royal Jordanian Airlines,1,8th April 2023,TRUE,Solo Leisure,Economy Class,July 2022,3,1,1,1,3,1,1,no
17065,Royal Jordanian Airlines,8,25th March 2023,FALSE,Solo Leisure,Economy Class,March 2023,4,5,4,4,1,,5,yes
17066,Royal Jordanian Airlines,1,17th March 2023,TRUE,Family Leisure,Business Class,March 2023,,,,,,,1,no
17067,Royal Jordanian Airlines,1,16th March 2023,TRUE,Family Leisure,Economy Class,March 2023,1,1,3,1,3,,1,no
17068,Royal Jordanian Airlines,6,16th March 2023,TRUE,Business,Economy Class,March 2023,3,2,1,4,3,,3,no
17069,Royal Jordanian Airlines,1,13th March 2023,TRUE,Solo Leisure,Business Class,March 2023,1,1,1,1,1,1,1,no
17070,Royal Jordanian Airlines,1,3rd March 2023,TRUE,Couple Leisure,Economy Class,May 2022,1,,,1,,,1,no
17071,Royal Jordanian Airlines,1,4th January 2023,TRUE,Family Leisure,Economy Class,December 2022,1,1,1,1,1,,1,no
17072,Royal Jordanian Airlines,6,8th December 2022,TRUE,Solo Leisure,Business Class,November 2022,4,4,4,4,4,4,4,yes
17073,Royal Jordanian Airlines,2,24th November 2022,TRUE,Solo Leisure,Economy Class,December 2021,,,,,,,1,no
17074,Royal Jordanian Airlines,1,1st November 2022,FALSE,Business,Economy Class,October 2022,1,1,1,1,3,1,1,no
17075,Royal Jordanian Airlines,1,14th October 2022,TRUE,Business,Business Class,October 2022,1,1,1,1,1,1,1,no
17076,Royal Jordanian Airlines,1,9th October 2022,TRUE,Couple Leisure,Economy Class,October 2022,,,,,,,1,no
17077,Royal Jordanian Airlines,8,16th September 2022,TRUE,Solo Leisure,Economy Class,September 2022,4,4,4,4,3,4,4,yes
17078,Royal Jordanian Airlines,1,15th September 2022,TRUE,Solo Leisure,Economy Class,June 2022,1,3,2,1,1,,1,no
17079,Royal Jordanian Airlines,1,3rd September 2022,FALSE,Family Leisure,Economy Class,August 2022,1,1,1,1,1,1,1,no
17080,Royal Jordanian Airlines,1,29th August 2022,TRUE,Family Leisure,Economy Class,August 2022,1,2,2,2,1,1,1,no
17081,Royal Jordanian Airlines,1,21st August 2022,TRUE,Family Leisure,Economy Class,August 2022,3,2,2,1,2,,1,no
17082,Royal Jordanian Airlines,4,14th August 2022,TRUE,Solo Leisure,Economy Class,February 2022,2,3,2,2,2,,3,no
17083,Royal Jordanian Airlines,1,4th August 2022,TRUE,Family Leisure,Economy Class,July 2022,,,,,,,1,no
17084,Royal Jordanian Airlines,1,1st August 2022,TRUE,Family Leisure,Economy Class,August 2022,1,1,1,1,1,1,1,no
17085,Royal Jordanian Airlines,1,31st July 2022,TRUE,Solo Leisure,Economy Class,July 2022,1,1,1,1,1,1,1,no
17086,Royal Jordanian Airlines,2,29th July 2022,TRUE,Family Leisure,Economy Class,July 2022,3,3,3,1,3,,2,no
17087,Royal Jordanian Airlines,2,23rd July 2022,TRUE,Solo Leisure,Business Class,July 2022,3,4,3,1,2,2,2,no
17088,Royal Jordanian Airlines,1,21st July 2022,FALSE,Family Leisure,Economy Class,July 2022,1,1,1,2,1,1,1,no
17089,Royal Jordanian Airlines,2,9th July 2022,FALSE,Family Leisure,First Class,July 2022,5,2,1,2,3,,1,no
17090,Royal Jordanian Airlines,1,6th July 2022,FALSE,Solo Leisure,Economy Class,July 2022,3,5,3,1,3,3,1,no
17091,Royal Jordanian Airlines,2,5th July 2022,FALSE,Couple Leisure,Business Class,June 2022,4,3,3,1,3,3,1,no
17092,Royal Jordanian Airlines,1,4th July 2022,TRUE,Solo Leisure,Economy Class,July 2022,1,1,1,1,2,1,1,no
17093,Royal Jordanian Airlines,1,30th May 2022,FALSE,Solo Leisure,Economy Class,May 2022,2,1,1,4,2,1,3,no
17094,Royal Jordanian Airlines,6,27th May 2022,TRUE,Solo Leisure,Business Class,May 2022,3,4,2,5,2,2,5,yes
17095,Royal Jordanian Airlines,1,8th May 2022,TRUE,Solo Leisure,Economy Class,May 2022,1,1,1,1,1,1,1,no
17096,Royal Jordanian Airlines,1,29th April 2022,TRUE,Family Leisure,Economy Class,April 2022,4,1,3,1,3,1,1,no
17097,Royal Jordanian Airlines,1,21st April 2022,TRUE,Family Leisure,Economy Class,April 2022,1,1,1,1,1,1,1,no
17098,Royal Jordanian Airlines,1,31st March 2022,TRUE,Solo Leisure,Economy Class,December 2021,,,,,,,1,no
17099,Royal Jordanian Airlines,1,26th March 2022,FALSE,Couple Leisure,Economy Class,March 2022,1,1,1,1,1,1,1,no
17100,Royal Jordanian Airlines,1,25th March 2022,TRUE,Business,Premium Economy,March 2022,1,1,,1,,,1,no
17101,Royal Jordanian Airlines,3,22nd March 2022,FALSE,Solo Leisure,Economy Class,March 2022,2,2,1,1,1,,1,no
17102,Royal Jordanian Airlines,1,15th March 2022,TRUE,Solo Leisure,Economy Class,February 2022,2,4,3,3,4,,1,yes
17103,Royal Jordanian Airlines,1,11th February 2022,TRUE,Solo Leisure,Economy Class,February 2022,3,3,3,1,3,1,3,yes
17104,Royal Jordanian Airlines,1,8th February 2022,TRUE,Solo Leisure,Economy Class,January 2022,4,1,1,4,5,,1,no
17105,Royal Jordanian Airlines,2,4th February 2022,TRUE,Solo Leisure,Economy Class,March 2021,3,2,1,2,1,1,1,no
17106,Royal Jordanian Airlines,1,3rd February 2022,TRUE,Family Leisure,Economy Class,January 2022,,,,1,,,1,no
17107,Royal Jordanian Airlines,1,29th January 2022,FALSE,Solo Leisure,Economy Class,January 2022,1,1,,1,,,1,no
17108,Royal Jordanian Airlines,8,22nd January 2022,TRUE,Family Leisure,Economy Class,January 2021,5,4,3,4,4,,4,yes
17109,Royal Jordanian Airlines,2,18th January 2022,TRUE,Family Leisure,Economy Class,January 2022,4,4,4,1,4,4,3,no
17110,Royal Jordanian Airlines,1,10th January 2022,TRUE,Business,Economy Class,December 2021,1,1,,1,,,1,no
17111,Royal Jordanian Airlines,3,7th January 2022,TRUE,Solo Leisure,Economy Class,January 2022,2,3,1,3,3,,2,no
17112,Royal Jordanian Airlines,3,7th January 2022,FALSE,Family Leisure,Economy Class,July 2021,,,,,,,2,no
17113,Royal Jordanian Airlines,1,1st January 2022,TRUE,Solo Leisure,Economy Class,December 2021,1,2,1,1,1,1,1,no
17114,Royal Jordanian Airlines,1,30th December 2021,FALSE,Couple Leisure,Business Class,November 2021,1,1,1,2,1,1,1,no
17115,Royal Jordanian Airlines,2,24th December 2021,TRUE,Family Leisure,Economy Class,December 2021,4,4,3,1,2,,3,no
17116,Royal Jordanian Airlines,1,19th December 2021,FALSE,Family Leisure,Business Class,December 2021,1,1,,1,,,1,no
17117,Royal Jordanian Airlines,1,18th November 2021,FALSE,Solo Leisure,Economy Class,August 2021,2,1,3,1,2,1,1,no
17118,Royal Jordanian Airlines,1,25th October 2021,FALSE,Solo Leisure,Economy Class,October 2021,,,,1,,,1,no
17119,Royal Jordanian Airlines,1,22nd October 2021,TRUE,Solo Leisure,Economy Class,October 2021,,,,1,,,1,no
17120,Royal Jordanian Airlines,1,6th October 2021,FALSE,Business,Business Class,October 2021,3,3,2,1,2,,1,no
17121,Royal Jordanian Airlines,1,18th August 2021,TRUE,Solo Leisure,Economy Class,August 2021,1,1,3,1,1,,1,no
17122,Royal Jordanian Airlines,1,13th August 2021,FALSE,Family Leisure,Economy Class,August 2021,2,1,1,1,1,1,1,no
17123,Royal Jordanian Airlines,3,7th August 2021,FALSE,Couple Leisure,Economy Class,August 2021,1,4,3,3,,,1,no
17124,Royal Jordanian Airlines,1,23rd July 2021,TRUE,Family Leisure,Economy Class,July 2021,,,,1,,,1,no
17125,Royal Jordanian Airlines,1,5th July 2021,TRUE,Solo Leisure,Economy Class,June 2021,1,3,3,1,1,,1,no
17126,Royal Jordanian Airlines,1,28th June 2021,FALSE,Solo Leisure,Economy Class,June 2021,3,3,3,2,1,,1,no
17127,Royal Jordanian Airlines,1,11th September 2020,FALSE,Solo Leisure,Economy Class,September 2020,1,1,1,1,1,,1,no
17128,Royal Jordanian Airlines,3,14th February 2020,TRUE,Solo Leisure,Economy Class,February 2020,3,1,3,1,1,1,1,no
17129,Royal Jordanian Airlines,4,29th January 2020,TRUE,Business,Business Class,January 2020,4,5,4,5,,1,1,no
17130,Royal Jordanian Airlines,1,25th January 2020,TRUE,Couple Leisure,Economy Class,January 2020,3,2,2,1,2,,1,no
17131,Royal Jordanian Airlines,6,24th January 2020,TRUE,Solo Leisure,Business Class,January 2020,4,5,2,4,2,,4,yes
17132,Royal Jordanian Airlines,1,21st January 2020,TRUE,Solo Leisure,Economy Class,January 2020,1,1,2,1,1,1,1,no
17133,Royal Jordanian Airlines,5,14th January 2020,TRUE,Family Leisure,Economy Class,January 2020,3,2,2,5,,1,3,no
17134,Royal Jordanian Airlines,6,8th January 2020,TRUE,Solo Leisure,Economy Class,January 2020,5,3,4,2,4,1,3,yes
17135,Royal Jordanian Airlines,7,31st December 2019,TRUE,Family Leisure,Economy Class,December 2019,5,4,4,4,4,,5,yes
17136,Royal Jordanian Airlines,3,22nd December 2019,TRUE,Family Leisure,Economy Class,December 2019,3,1,2,1,1,,2,no
17137,Royal Jordanian Airlines,4,30th November 2019,TRUE,Solo Leisure,Economy Class,November 2019,2,3,2,3,1,,3,no
17138,Royal Jordanian Airlines,1,25th November 2019,TRUE,Family Leisure,Economy Class,November 2019,1,3,1,1,2,,1,no
17139,Royal Jordanian Airlines,3,15th November 2019,TRUE,Solo Leisure,Economy Class,November 2019,2,2,1,1,2,1,1,no
17140,Royal Jordanian Airlines,1,14th November 2019,TRUE,Business,Business Class,August 2019,4,2,2,1,2,1,1,no
17141,Royal Jordanian Airlines,1,11th November 2019,TRUE,Solo Leisure,Economy Class,November 2019,1,1,1,1,1,1,1,no
17142,Royal Jordanian Airlines,1,6th November 2019,TRUE,Solo Leisure,Economy Class,November 2019,1,2,1,1,1,,1,no
17143,Royal Jordanian Airlines,2,5th November 2019,TRUE,Solo Leisure,Economy Class,September 2019,3,3,1,3,3,,3,no
17144,Royal Jordanian Airlines,2,1st November 2019,TRUE,Family Leisure,Economy Class,October 2019,2,1,1,4,1,1,2,no
17145,Royal Jordanian Airlines,2,10th October 2019,TRUE,Solo Leisure,Business Class,July 2019,2,2,3,1,2,,1,no
17146,Royal Jordanian Airlines,2,23rd September 2019,TRUE,Business,Business Class,August 2019,4,5,,1,,,2,no
17147,Royal Jordanian Airlines,1,7th September 2019,FALSE,Family Leisure,Economy Class,August 2019,2,1,2,1,1,,1,no
17148,Royal Jordanian Airlines,3,27th August 2019,FALSE,Solo Leisure,Economy Class,June 2019,2,3,3,3,2,1,3,no
17149,Royal Jordanian Airlines,1,25th August 2019,FALSE,Family Leisure,Economy Class,August 2019,1,1,1,1,3,1,2,yes
17150,Royal Jordanian Airlines,5,19th August 2019,TRUE,Solo Leisure,Economy Class,August 2019,3,4,1,4,1,,2,no
17151,Royal Jordanian Airlines,2,17th August 2019,TRUE,Solo Leisure,Economy Class,August 2019,2,2,5,3,2,,5,no
17152,Royal Jordanian Airlines,7,2nd August 2019,TRUE,Business,Business Class,August 2019,4,4,3,4,1,,3,yes
17153,Royal Jordanian Airlines,1,23rd July 2019,TRUE,Solo Leisure,Economy Class,June 2019,2,1,1,1,1,2,2,no
17154,Royal Jordanian Airlines,2,17th July 2019,TRUE,Family Leisure,Economy Class,July 2019,2,1,1,1,,,1,no
17155,Royal Jordanian Airlines,2,27th June 2019,TRUE,Couple Leisure,Business Class,May 2019,4,1,,4,,,1,no
17156,Royal Jordanian Airlines,2,23rd June 2019,FALSE,Couple Leisure,Economy Class,June 2019,4,4,4,4,1,,1,no
17157,Rwandair,8,13th June 2023,TRUE,Solo Leisure,Economy Class,June 2023,4,4,5,5,1,,3,yes
17158,Rwandair,2,21st May 2023,TRUE,Business,Economy Class,May 2023,1,1,1,2,1,1,2,no
17159,Rwandair,7,13th March 2023,TRUE,Business,Economy Class,March 2023,4,5,4,3,1,,4,yes
17160,Rwandair,1,9th March 2023,TRUE,Couple Leisure,Economy Class,November 2022,3,4,3,2,1,1,1,no
17161,Rwandair,2,21st February 2023,TRUE,Solo Leisure,Business Class,February 2023,5,4,1,2,2,1,1,no
17162,Rwandair,4,21st February 2023,TRUE,Business,Economy Class,February 2023,1,2,2,2,1,,2,no
17163,Rwandair,1,5th January 2023,FALSE,Business,Economy Class,November 2022,2,2,2,1,1,1,1,no
17164,Rwandair,7,29th December 2022,TRUE,Business,Economy Class,December 2022,4,5,5,3,1,,4,yes
17165,Rwandair,1,29th December 2022,TRUE,Couple Leisure,Economy Class,December 2022,3,2,1,1,1,1,2,no
17166,Rwandair,1,8th December 2022,TRUE,Solo Leisure,Economy Class,December 2022,1,1,1,1,1,1,1,no
17167,Rwandair,1,6th December 2022,TRUE,Solo Leisure,Economy Class,December 2022,1,1,,1,,,1,no
17168,Rwandair,1,4th December 2022,FALSE,Solo Leisure,Economy Class,November 2022,2,3,3,1,1,,2,no
17169,Rwandair,6,24th October 2022,FALSE,Family Leisure,Economy Class,July 2022,3,3,2,4,2,,3,yes
17170,Rwandair,8,13th October 2022,TRUE,Business,Economy Class,October 2022,4,4,4,5,3,,4,yes
17171,Rwandair,9,10th October 2022,TRUE,Family Leisure,Business Class,September 2022,5,4,4,5,1,,4,yes
17172,Rwandair,9,28th September 2022,TRUE,Solo Leisure,Economy Class,September 2022,5,5,5,4,4,3,5,yes
17173,Rwandair,7,15th September 2022,TRUE,Solo Leisure,Economy Class,September 2022,3,4,3,4,2,,5,yes
17174,Rwandair,1,7th August 2021,TRUE,Business,Economy Class,August 2021,1,2,1,2,1,1,1,no
17175,Rwandair,1,6th January 2021,FALSE,Couple Leisure,Economy Class,December 2020,1,1,1,1,1,1,1,no
17176,Rwandair,4,29th December 2020,TRUE,Solo Leisure,Economy Class,December 2020,2,2,1,2,1,,1,no
17177,Rwandair,1,26th December 2020,TRUE,Solo Leisure,Economy Class,December 2020,1,2,1,1,1,,1,no
17178,Rwandair,9,15th November 2020,TRUE,Business,Economy Class,November 2020,4,5,5,5,,,5,yes
17179,Rwandair,2,12th August 2020,FALSE,Solo Leisure,Economy Class,March 2020,,,,,,,2,no
17180,Rwandair,2,15th May 2020,TRUE,Business,Business Class,March 2020,,,,,,,1,no
17181,Rwandair,7,3rd March 2020,FALSE,Business,Business Class,February 2020,5,5,3,5,2,4,5,yes
17182,Rwandair,3,27th January 2020,FALSE,Couple Leisure,Economy Class,January 2020,4,5,4,1,2,,1,no
17183,Rwandair,2,15th January 2020,TRUE,Family Leisure,Economy Class,January 2020,3,1,1,1,,,2,no
17184,Rwandair,3,30th December 2019,TRUE,Family Leisure,Economy Class,December 2019,2,2,2,2,1,1,2,no
17185,Rwandair,2,22nd December 2019,FALSE,Family Leisure,Economy Class,December 2019,3,1,2,1,1,1,2,no
17186,Rwandair,2,18th December 2019,TRUE,Business,Economy Class,December 2019,1,2,1,1,1,,1,no
17187,Rwandair,1,5th December 2019,TRUE,Solo Leisure,Economy Class,December 2019,1,1,1,1,,,1,no
17188,Rwandair,1,12th November 2019,TRUE,Solo Leisure,Economy Class,September 2019,1,1,,1,,,1,no
17189,Rwandair,2,22nd October 2019,TRUE,Solo Leisure,Economy Class,October 2019,1,3,2,1,1,,1,no
17190,Rwandair,3,25th July 2019,TRUE,Business,Economy Class,July 2019,3,5,3,4,1,1,3,no
17191,Rwandair,3,9th July 2019,TRUE,Solo Leisure,Economy Class,July 2019,2,2,2,2,,,2,no
17192,Rwandair,1,25th June 2019,TRUE,Couple Leisure,Economy Class,June 2019,1,1,,1,,,1,no
17193,Rwandair,2,20th June 2019,TRUE,Couple Leisure,Economy Class,June 2019,4,4,1,3,2,,1,no
17194,Rwandair,7,16th June 2019,TRUE,Business,Economy Class,June 2019,4,4,3,4,,,4,yes
17195,Rwandair,1,3rd June 2019,FALSE,Solo Leisure,Economy Class,June 2019,1,1,1,1,,,1,no
17196,Rwandair,1,18th May 2019,TRUE,Couple Leisure,Economy Class,May 2019,1,1,1,1,1,1,1,no
17197,Rwandair,7,13th May 2019,TRUE,Solo Leisure,Economy Class,April 2019,4,5,5,4,3,4,5,yes
17198,Rwandair,9,7th May 2019,FALSE,Solo Leisure,Economy Class,May 2019,5,5,4,5,3,4,5,yes
17199,Rwandair,9,14th April 2019,TRUE,Business,Business Class,August 2018,5,5,4,5,5,,5,yes
17200,Rwandair,1,17th March 2019,TRUE,Couple Leisure,Economy Class,March 2019,1,5,4,2,1,1,3,no
17201,Rwandair,4,4th March 2019,TRUE,Business,Business Class,March 2019,2,2,1,2,1,,2,no
17202,Rwandair,7,8th February 2019,TRUE,Solo Leisure,Economy Class,February 2019,4,5,3,4,3,,4,yes
17203,Rwandair,9,18th January 2019,TRUE,Business,Economy Class,January 2019,5,5,5,1,5,1,4,yes
17204,Rwandair,1,14th January 2019,TRUE,Family Leisure,Economy Class,January 2019,1,1,1,1,1,3,1,no
17205,Rwandair,5,27th December 2018,TRUE,Solo Leisure,Economy Class,December 2018,3,4,3,2,3,,4,yes
17206,Rwandair,1,24th December 2018,TRUE,Family Leisure,Economy Class,December 2018,1,1,1,1,1,,1,no
17207,Rwandair,7,1st November 2018,TRUE,Business,Business Class,October 2018,5,5,3,2,4,,3,yes
17208,Rwandair,6,19th September 2018,FALSE,Solo Leisure,Economy Class,August 2018,3,4,2,2,1,1,5,yes
17209,Rwandair,9,23rd August 2018,TRUE,Couple Leisure,Economy Class,August 2018,5,5,5,4,5,,4,yes
17210,Rwandair,2,21st August 2018,TRUE,Business,Business Class,August 2018,1,1,,1,,,1,no
17211,Rwandair,9,27th July 2018,TRUE,Solo Leisure,Economy Class,July 2018,5,5,4,4,5,,5,yes
17212,Rwandair,6,18th July 2018,FALSE,Family Leisure,Economy Class,July 2018,4,5,5,2,4,,4,yes
17213,Rwandair,9,21st April 2018,TRUE,Business,Economy Class,April 2018,5,4,4,5,4,4,5,yes
