,Airline Name,Overall_Rating,Review Date,Verified,Aircraft,Type Of Traveller,Seat Type,Route,Date Flown,Seat Comfort,Cabin Staff Service,Food & Beverages,Ground Service,Inflight Entertainment,Wifi & Connectivity,Value For Money,Recommended
21348,United Airlines,1,10th July 2023,TRUE,,Family Leisure,Business Class,Tucson to Texas,July 2023,1,1,1,1,,,1,no
21349,United Airlines,1,10th July 2023,FALSE,,Couple Leisure,Economy Class,Detroit to Delhi,March 2023,,,,,,,1,no
21350,United Airlines,1,9th July 2023,FALSE,,Solo Leisure,Economy Class,St Louis to Houston,July 2023,1,1,1,1,1,1,1,no
21351,United Airlines,1,9th July 2023,FALSE,,Family Leisure,Economy Class,Phoenix to Tel Aviv via Newark,July 2023,1,3,1,1,1,1,1,no
21352,United Airlines,3,9th July 2023,FALSE,Boeing 787-900,Solo Leisure,Business Class,Los Angeles to London Heathrow,June 2023,1,3,1,3,2,1,2,no
21353,United Airlines,1,9th July 2023,FALSE,,Business,Economy Class,New York to Lisbon,June 2023,1,1,1,1,1,2,1,no
21354,United Airlines,2,9th July 2023,TRUE,A319,Couple Leisure,Economy Class,Dallas to Vancouver via San Francisco,June 2023,4,4,,1,,,4,yes
21355,United Airlines,1,8th July 2023,FALSE,,Family Leisure,Economy Class,Denver to Philadelphia,July 2023,2,1,,1,,,1,no
21356,United Airlines,1,8th July 2023,TRUE,,Family Leisure,Economy Class,Newark to San Juan,June 2023,1,1,1,1,1,1,1,no
21357,United Airlines,1,8th July 2023,TRUE,,Family Leisure,Economy Class,Washington to Chicago,July 2023,2,3,,1,,,2,no
21358,United Airlines,1,7th July 2023,TRUE,,Business,Economy Class,Los Angeles to Newark,July 2023,1,1,,1,1,1,1,no
21359,United Airlines,1,7th July 2023,FALSE,Boeing 767-400,Family Leisure,Economy Class,Newark to Puerto Rico,July 2023,1,3,1,1,3,1,1,no
21360,United Airlines,1,6th July 2023,FALSE,,Family Leisure,Economy Class,Honolulu to San Francisco,July 2023,1,1,1,1,1,1,1,no
21361,United Airlines,1,6th July 2023,FALSE,,Couple Leisure,Economy Class,Jackson hole to Denver,July 2023,1,1,1,1,1,1,1,no
21362,United Airlines,1,5th July 2023,TRUE,,Solo Leisure,Economy Class,Denver to San Jose,July 2023,1,1,,1,,,1,no
21363,United Airlines,1,4th July 2023,FALSE,,Family Leisure,Economy Class,San Francisco to Phoenix,July 2023,4,4,2,1,,,3,no
21364,United Airlines,1,4th July 2023,TRUE,,Solo Leisure,Premium Economy,Atlanta to Aalborg,July 2023,2,3,2,1,4,2,1,no
21365,United Airlines,3,2nd July 2023,FALSE,,Couple Leisure,Economy Class,Birmingham to Honolulu via Houston,June 2023,1,4,4,1,2,2,1,yes
21366,United Airlines,1,2nd July 2023,FALSE,,Business,Premium Economy,Liberia to Houston,June 2023,1,3,,1,,,1,no
21367,United Airlines,9,2nd July 2023,TRUE,,Couple Leisure,Economy Class,Edinburgh to LaGuardia via Washington,June 2023,4,4,4,5,5,,4,yes
21368,United Airlines,2,1st July 2023,TRUE,,Business,Economy Class,Omaha to Chicago,June 2023,2,1,1,3,2,1,1,no
21369,United Airlines,1,1st July 2023,TRUE,,Solo Leisure,Economy Class,Chicago to Charlotte,June 2023,1,1,1,1,1,1,1,no
21370,United Airlines,1,30th June 2023,FALSE,,Solo Leisure,Economy Class,San Francisco to Chicago,June 2023,,,,1,,,1,no
21371,United Airlines,1,30th June 2023,FALSE,,Family Leisure,Economy Class,Houston to Orlando,December 2022,1,1,1,1,1,1,1,no
21372,United Airlines,2,29th June 2023,TRUE,,Business,Economy Class,Newark to Tokyo Haneda,June 2023,3,2,1,2,3,2,2,no
21373,United Airlines,1,29th June 2023,TRUE,Boeing 737max,Business,First Class,Houston to Boston,June 2023,1,1,1,1,1,1,1,no
21374,United Airlines,1,29th June 2023,TRUE,,Couple Leisure,Economy Class,San Francisco to Tampa,June 2023,3,5,4,5,,,5,yes
21375,United Airlines,1,29th June 2023,TRUE,,Couple Leisure,Economy Class,San Francisco to Tel Aviv,June 2023,,,,1,,,1,no
21376,United Airlines,1,29th June 2023,FALSE,,Solo Leisure,Economy Class,Newark to Tel Aviv,June 2023,3,2,3,1,3,3,1,no
21377,United Airlines,1,29th June 2023,TRUE,,Solo Leisure,Economy Class,Nassau to Montreal via Newark,June 2023,3,3,,1,,1,1,no
21378,United Airlines,1,29th June 2023,FALSE,,Couple Leisure,Economy Class,Toronto to Honolulu via San Francisco,June 2023,1,1,1,1,1,1,1,no
21379,United Airlines,1,28th June 2023,TRUE,,Family Leisure,Economy Class,Jacksonville to Edinburgh via Newark,June 2023,1,1,1,1,1,1,1,no
21380,United Airlines,3,28th June 2023,FALSE,,Solo Leisure,Economy Class,Pittsburgh to Newark,June 2023,3,4,3,4,3,4,4,no
21381,United Airlines,1,28th June 2023,TRUE,,Solo Leisure,Economy Class,Madison to Denver,June 2023,,,,1,,,1,no
21382,United Airlines,2,28th June 2023,TRUE,,Business,First Class,Newark to Orange County,June 2023,1,3,3,1,1,1,1,no
21383,United Airlines,1,28th June 2023,TRUE,Boeing 737-9,Business,Economy Class,Newark to Fort Lauderdale,June 2023,1,1,,1,,,1,no
21384,United Airlines,1,28th June 2023,TRUE,,Solo Leisure,Economy Class,New York to Orange County,June 2023,1,4,,1,,,1,no
21385,United Airlines,1,28th June 2023,TRUE,,Solo Leisure,Economy Class,Baltimore to Burbank,June 2023,1,2,1,1,1,1,1,no
21386,United Airlines,3,27th June 2023,FALSE,,Couple Leisure,Economy Class,Asheville to Melbourne via Charlotte / Los Angeles,June 2023,3,5,,1,,,1,no
21387,United Airlines,1,27th June 2023,TRUE,,Couple Leisure,Economy Class,San Francisco to Miami,June 2023,2,1,1,1,1,2,2,no
21388,United Airlines,1,27th June 2023,FALSE,,Family Leisure,Economy Class,Newark to Miami,June 2023,1,1,1,1,1,1,1,no
21389,United Airlines,1,27th June 2023,FALSE,Boeing 737,Couple Leisure,Economy Class,Ft Lauderdale to Boise,June 2023,1,2,1,1,1,1,1,no
21390,United Airlines,1,26th June 2023,TRUE,,Business,Economy Class,Omaha to Grand Rapids,June 2023,2,3,1,1,2,1,1,no
21391,United Airlines,1,26th June 2023,FALSE,,Family Leisure,Economy Class,"Denver, Co to Billings, Mt",June 2023,1,1,1,1,1,1,1,no
21392,United Airlines,1,25th June 2023,TRUE,,Solo Leisure,Economy Class,Presque isle to Newark,June 2023,,,,,,,1,no
21393,United Airlines,9,25th June 2023,FALSE,,Couple Leisure,Economy Class,Chicago to Cancun,June 2023,5,5,4,5,,,4,yes
21394,United Airlines,4,23rd June 2023,FALSE,,Family Leisure,Economy Class,Great Falls to Pittsburgh,June 2023,3,4,3,3,3,2,2,no
21395,United Airlines,3,23rd June 2023,TRUE,,Business,Premium Economy,Seattle to Tel Aviv via Newark,June 2023,3,1,1,4,4,,3,no
21396,United Airlines,1,23rd June 2023,TRUE,,Solo Leisure,Economy Class,Venice to New Orleans via Newark,June 2023,3,3,2,1,1,1,1,no
21397,United Airlines,4,23rd June 2023,TRUE,A320,Solo Leisure,Economy Class,Denver to Newark,June 2023,3,4,3,1,3,3,3,no
21398,United Airlines,8,20th June 2023,TRUE,Boeing 757-300,Solo Leisure,First Class,San Francisco to Kona,June 2023,3,5,4,4,4,,5,yes
21399,United Airlines,8,20th June 2023,TRUE,Boeing 777-200,Solo Leisure,First Class,Kona to San Francisco,June 2023,4,4,3,2,5,4,5,yes
21400,United Airlines,3,19th June 2023,TRUE,Boeing 787,Family Leisure,Economy Class,Houston to Newark,June 2023,3,5,,2,4,,1,no
21401,United Airlines,1,18th June 2023,TRUE,,Family Leisure,Economy Class,Boston to Calgary via Newark,April 2023,1,1,,1,,,1,no
21402,United Airlines,1,17th June 2023,TRUE,A320,Couple Leisure,Economy Class,Fort Lauderdale to Newark,June 2023,3,3,,3,,,1,no
21403,United Airlines,1,17th June 2023,FALSE,,Family Leisure,Economy Class,Newark to London,June 2023,3,3,3,1,2,,1,no
21404,United Airlines,1,17th June 2023,TRUE,,Business,Business Class,Pittsburgh to Frankfurt via Chicago,June 2023,2,2,2,1,,,2,no
21405,United Airlines,1,16th June 2023,FALSE,,Family Leisure,Economy Class,,June 2023,1,1,,1,,,1,no
21406,United Airlines,4,16th June 2023,TRUE,,Family Leisure,Economy Class,"Jacksonville, Florida to Florence, Italy ",June 2023,4,4,4,4,4,,4,no
21407,UP by El Al,1,19th April 2018,TRUE,,Solo Leisure,Economy Class,Prague to Tel Aviv,April 2018,1,1,1,1,1,1,1,no
21408,UP by El Al,4,16th February 2017,FALSE,Boeing 737-800,Solo Leisure,Economy Class,Kiev to Tel Aviv,February 2017,1,2,4,3,,,3,no
21409,UP by El Al,9,2nd April 2016,FALSE,Boeing 737-8,Couple Leisure,Premium Economy,SXF to TLV,March 2016,5,5,2,5,3,,5,yes
21410,UP by El Al,2,12th August 2015,FALSE,,Family Leisure,Economy Class,Prague to Jerusalem,April 2015,1,1,1,1,,,1,no
21411,Ural Airlines,8,20th July 2021,TRUE,,Couple Leisure,Economy Class,Moscow to Bishkek,July 2021,5,5,3,5,,,5,yes
21412,Ural Airlines,1,12th December 2019,TRUE,,Couple Leisure,Economy Class,Moscow to Bishkek,September 2019,2,2,,1,,,1,no
21413,Ural Airlines,1,24th September 2019,FALSE,A321,Couple Leisure,Economy Class,Simferopol to Moscow,September 2019,1,3,,1,,,1,no
21414,Ural Airlines,1,4th August 2019,TRUE,,Couple Leisure,Economy Class,Moscow to Barcelona,July 2019,3,1,1,1,1,1,1,no
21415,Ural Airlines,1,2nd August 2019,TRUE,,Couple Leisure,Economy Class,Paris to Moscow,June 2019,1,1,,1,,,1,no
21416,Ural Airlines,2,11th March 2019,TRUE,A321,Business,Economy Class,Zhukovsky to Prague via Kaliningrad,March 2019,2,4,,2,,,3,no
21417,Ural Airlines,3,9th December 2018,TRUE,,Business,Economy Class,Moscow to Simferopol,December 2018,3,4,2,1,,,1,no
21418,Ural Airlines,7,18th October 2018,FALSE,A321-200,Family Leisure,Economy Class,Moscow to Barcelona,August 2018,3,4,4,4,,,4,yes
21419,Ural Airlines,6,24th September 2018,TRUE,A319,Couple Leisure,Economy Class,Sochi to Moscow-Domodedovo,September 2018,1,4,3,2,,,3,yes
21420,Ural Airlines,1,9th September 2018,TRUE,,Solo Leisure,Economy Class,Yekaterinburg to St. Petersburg,September 2018,3,3,,1,,,1,no
21421,Ural Airlines,1,13th July 2018,TRUE,,Couple Leisure,Economy Class,Moscow Zhukovsky to Tel Aviv,July 2018,,,,1,,,1,no
21422,Ural Airlines,1,25th April 2018,TRUE,A320,Family Leisure,Economy Class,Kazan to St. Petersburg,August 2017,5,5,5,4,,,5,yes
21423,Ural Airlines,8,24th August 2017,FALSE,A320,Solo Leisure,Economy Class,St Petersburg to Moscow,August 2017,4,5,5,4,,,5,yes
21424,Ural Airlines,5,22nd July 2017,FALSE,,Couple Leisure,Economy Class,St Petersburg to Moscow,July 2017,3,4,1,3,,,4,yes
21425,Ural Airlines,6,17th January 2016,FALSE,A320,Solo Leisure,Economy Class,SVX to OVB,January 2016,4,4,2,3,,,5,yes
21426,Ural Airlines,7,13th November 2015,FALSE,A319,Family Leisure,Economy Class,Ulan-Ude to Moscow,August 2015,3,4,4,5,,,5,yes
21427,Ural Airlines,3,6th June 2012,FALSE,,,Economy Class,,,,,,,,,1,no
21428,Ural Airlines,3,29th April 2010,FALSE,,,,,,,,,,,,,no
21429,Ural Airlines,2,12th September 2008,FALSE,,,,,,,,,,,,,no
21430,US Airways,1,30th October 2015,FALSE,,Solo Leisure,Economy Class,RIC to HNL,July 2015,2,1,1,1,,,1,no
21431,US Airways,3,15th October 2015,FALSE,,Family Leisure,Economy Class,Pittsburgh to Washington DC,October 2015,3,1,,1,,,2,no
21432,US Airways,1,15th October 2015,FALSE,,Family Leisure,Economy Class,CLT to LHR,October 2015,3,2,1,1,1,,1,no
21433,US Airways,2,14th October 2015,FALSE,,Couple Leisure,Economy Class,Akron to Las Vegas,October 2015,2,1,1,1,1,2,1,no
21434,US Airways,2,12th October 2015,FALSE,,Solo Leisure,Economy Class,Sacramento to Austin,October 2015,3,4,3,1,,,1,no
21435,US Airways,1,10th October 2015,FALSE,,Solo Leisure,Economy Class,Philadelphia to Providence,October 2015,1,1,,1,,,1,no
21436,US Airways,1,7th October 2015,FALSE,Boeing 757,Solo Leisure,Economy Class,PHL to AMS,October 2015,1,3,2,3,1,,1,no
21437,US Airways,1,6th October 2015,FALSE,,Solo Leisure,Economy Class,Baltimore to San Diego via Philadelphia,October 2015,1,1,1,1,1,1,1,no
21438,US Airways,1,6th October 2015,FALSE,,Couple Leisure,Economy Class,Louisville to Washington,October 2015,1,1,,1,,,1,no
21439,US Airways,1,4th October 2015,FALSE,,Couple Leisure,Economy Class,Fort Myers to Philadelphia,October 2015,2,2,1,1,1,2,1,no
21440,US Airways,1,2nd October 2015,FALSE,,Business,Business Class,Albuquerque to Tucson,October 2015,1,2,2,1,,,1,no
21441,US Airways,1,1st October 2015,FALSE,,Couple Leisure,Business Class,Madison to Bangor,October 2015,3,3,3,3,2,,1,no
21442,US Airways,1,30th September 2015,FALSE,,Couple Leisure,Economy Class,Philadelphia to Manchester,October 2014,1,1,,1,,,1,no
21443,US Airways,1,28th September 2015,FALSE,,Couple Leisure,Economy Class,Austin to Portland via PHX,September 2015,2,1,2,1,1,,1,no
21444,US Airways,3,27th September 2015,FALSE,A320,Couple Leisure,First Class,PHX to BOS,September 2015,1,4,2,2,1,2,2,no
21445,US Airways,5,26th September 2015,FALSE,A330,Business,Economy Class,MSP to FRA via PHL,September 2015,3,3,3,3,3,3,3,no
21446,US Airways,1,26th September 2015,FALSE,,Solo Leisure,Economy Class,PDX to MCI,September 2015,1,1,,2,,,1,no
21447,US Airways,2,26th September 2015,FALSE,A321,Business,Economy Class,Orlando to Chicago via CLT,September 2015,3,3,1,1,1,1,2,no
21448,US Airways,1,25th September 2015,FALSE,,Family Leisure,Economy Class,JFK to Charlotte,September 2015,2,3,1,1,1,1,1,no
21449,US Airways,1,22nd September 2015,FALSE,,Solo Leisure,Economy Class,Phoenix to Frankfurt via PHL,September 2015,3,2,2,1,4,1,1,no
21450,US Airways,1,20th September 2015,FALSE,A321 / A 319,Couple Leisure,Economy Class,SFO to DTW via Phoenix,September 2015,1,1,,1,,,1,no
21451,US Airways,1,14th September 2015,FALSE,Boeing 757,Couple Leisure,Economy Class,OGG to PHX,August 2015,1,2,,1,,,1,no
21452,US Airways,8,13th September 2015,FALSE,,Family Leisure,Economy Class,Philadelphia to Orlando,September 2015,4,3,4,5,,,5,yes
21453,US Airways,8,12th September 2015,FALSE,A330-200 / A319,Family Leisure,Economy Class,MAN to TPA via PHL,August 2015,5,5,4,3,4,,4,yes
21454,US Airways,2,4th September 2015,FALSE,"Canadair Jet, A340",Couple Leisure,First Class,Bangor to Tampa  via Philadelphia,September 2015,1,1,1,2,,,1,no
21455,US Airways,1,30th August 2015,FALSE,,Family Leisure,Economy Class,Philadelphia to Nw Oreans,July 2015,2,2,1,1,,,2,no
21456,US Airways,3,26th August 2015,FALSE,,Couple Leisure,Economy Class,"Phoenix, AZ to Lima, Peru via Mexico City",August 2015,2,4,2,1,2,,3,no
21457,US Airways,1,25th August 2015,FALSE,A330-200,Business,Business Class,Manchester to Philadelphia,August 2015,5,5,5,5,5,,5,yes
21458,US Airways,1,23rd August 2015,FALSE,A321,Couple Leisure,First Class,"Seattle, WA to Charlotte, NC",August 2015,3,1,1,1,1,1,1,no
21459,US Airways,1,22nd August 2015,FALSE,Broken,Business,Economy Class,Washington to Los Angeles,August 2015,1,1,,1,,,1,no
21460,US Airways,1,22nd August 2015,FALSE,,Business,Economy Class,Washington DC to Los Angeles,August 2015,1,1,,1,,,1,no
21461,US Airways,4,22nd August 2015,FALSE,,Business,Economy Class,"Manchester, NH to Indianapolis, IN via D.C.",August 2015,3,1,,1,,,2,no
21462,US Airways,1,19th August 2015,FALSE,,Solo Leisure,Economy Class,Philadelphia to Brussels via Munich,August 2015,1,1,3,1,2,,1,no
21463,US Airways,1,19th August 2015,FALSE,A319,Couple Leisure,Economy Class,Hartford to Jacksonville via Charlotte,August 2015,5,5,5,5,,,3,yes
21464,US Airways,1,18th August 2015,FALSE,"A319, A330-200, A330-200, CRJ-200",Family Leisure,Economy Class,Boston to Tel Aviv via Philadelphia,February 2015,1,1,1,2,4,3,4,no
21465,US Airways,3,12th August 2015,FALSE,Bombardier CL-65,Family Leisure,Economy Class,Philadelphia to Toronto,July 2015,4,3,2,3,4,,2,no
21466,US Airways,1,10th August 2015,FALSE,,Business,Economy Class,"Augusta, GA to Omaha, NE",August 2015,1,2,,1,,,1,no
21467,US Airways,1,27th July 2015,FALSE,,Solo Leisure,Economy Class,Orlando to Philadelphia,July 2015,2,1,1,1,,,1,no
21468,US Airways,1,20th July 2015,FALSE,,Solo Leisure,Economy Class,LAX to Austin,July 2015,,4,,,,,4,yes
21469,US Airways,1,19th July 2015,FALSE,A321,Family Leisure,Economy Class,SJU to LAX via CLT,July 2015,3,2,1,1,1,,1,no
21470,US Airways,4,19th July 2015,FALSE,,Couple Leisure,Economy Class,Orlando to Portland via Phoenix,July 2015,3,1,1,4,1,1,3,no
21471,US Airways,1,18th July 2015,FALSE,,Solo Leisure,Economy Class,LGA to ILM,July 2015,1,1,,1,,,1,no
21472,US Airways,2,18th July 2015,FALSE,,Family Leisure,Economy Class,DFW to ORF,July 2015,2,4,1,2,1,2,1,no
21473,US Airways,1,17th July 2015,FALSE,,Family Leisure,Economy Class,Orlando to Glasgow via Philadelphia,July 2015,2,2,1,1,1,,1,no
21474,US Airways,3,16th July 2015,FALSE,A321,Business,Economy Class,BOS to DFW via CLT,July 2015,3,1,1,3,1,2,2,no
21475,US Airways,1,14th July 2015,FALSE,,Solo Leisure,Economy Class,Portland to Grand Rapids via Dallas,July 2015,1,1,1,1,1,1,1,no
21476,US Airways,1,13th July 2015,FALSE,,Business,Economy Class,Bakersfield to Charlotte via Phoenix,July 2015,1,1,,1,,1,1,no
21477,US Airways,1,12th July 2015,FALSE,,Solo Leisure,Economy Class,New Orleans to Philadelphia via Chicago,July 2015,5,5,5,5,,,4,yes
21478,US Airways,1,12th July 2015,FALSE,DH8,Family Leisure,Business Class,BWI to PHL,July 2015,3,2,,1,,,1,no
21479,US Airways,1,11th July 2015,FALSE,,Couple Leisure,Economy Class,Baltimore to Charleston,July 2015,1,5,2,3,,,1,no
21480,US Airways,1,11th July 2015,FALSE,,Family Leisure,Economy Class,St Louis to Charlotte to New York,June 2015,5,5,5,5,,,5,yes
21481,US Airways,6,10th July 2015,FALSE,,Couple Leisure,Economy Class,Philadelphia to New York LGA,July 2015,5,5,,5,,,5,yes
21482,US Airways,1,10th July 2015,FALSE,,Family Leisure,Business Class,Philadelphia to Los Angeles,July 2015,1,2,1,1,,4,3,no
21483,US Airways,6,9th July 2015,FALSE,A321,Family Leisure,Economy Class,Cancun to Philadelphia then Buffalo,July 2015,4,4,2,2,1,,3,no
21484,US Airways,1,7th July 2015,FALSE,,Family Leisure,Economy Class,chicago to Las vegas via phoenix,June 2015,3,3,,1,,3,1,no
21485,US Airways,1,6th July 2015,FALSE,,Solo Leisure,Business Class,Orlando to Albuquerque via Dallas,July 2015,1,1,1,1,,,1,no
21486,US Airways,3,6th July 2015,FALSE,,Couple Leisure,Economy Class,Phoenix to Tampa,July 2015,2,3,1,1,,,1,no
21487,US Airways,2,2nd July 2015,FALSE,,Couple Leisure,,"Cabo San Lucas, MX to Omaha, NE",June 2015,2,2,,1,,1,1,no
21488,US Airways,1,2nd July 2015,FALSE,,Family Leisure,Economy Class,Myrtle Beach to Newark via Charlotte,July 2015,1,3,,2,,1,2,no
21489,US Airways,1,1st July 2015,FALSE,,Business,Business Class,Phoenix to Minneapolis,July 2015,1,1,,1,1,1,1,no
21490,US Airways,2,29th June 2015,FALSE,,Solo Leisure,Economy Class,Charlotte to Phoenix,June 2015,2,2,2,1,,,1,no
21491,US Airways,2,29th June 2015,FALSE,,Family Leisure,Economy Class,EWN to PWM via CLT,June 2015,1,2,,1,,,2,no
21492,US Airways,1,26th June 2015,FALSE,,Solo Leisure,Economy Class,Hartford to Anchorage via BOS,June 2015,2,1,,3,,,1,no
21493,US Airways,5,24th June 2015,FALSE,A319 / CRJ-200,Solo Leisure,Economy Class,MSP to YUL via PHL,June 2015,1,3,1,2,,,4,no
21494,US Airways,7,22nd June 2015,FALSE,Dash 100,Family Leisure,Economy Class,Philadelphia to Baltimore,June 2015,3,3,3,3,,,3,yes
21495,US Airways,1,21st June 2015,FALSE,,Business,Economy Class,"New Bern, North Carolina to Moline, Illinois via Chicago, Illinois",June 2015,1,1,1,1,1,,1,no
21496,US Airways,9,20th June 2015,FALSE,A330,Business,Economy Class,MUC to CLT via PHL,June 2015,4,4,5,4,5,,4,yes
21497,US Airways,1,18th June 2015,FALSE,A330-200,Family Leisure,Economy Class,Dublin - Charlotte,May 2015,4,5,4,4,5,,5,yes
21498,US Airways,1,17th June 2015,FALSE,,Couple Leisure,,Cabo San Lucas to Phoenix,June 2015,2,2,,1,,1,1,no
21499,US Airways,2,17th June 2015,FALSE,Boing 757 ( an OLD one),Couple Leisure,Economy Class,"Tampa, FL to Lisbon, Portugal via Philadelphia",May 2015,2,2,1,1,,1,1,no
21500,US Airways,1,15th June 2015,FALSE,,Solo Leisure,Economy Class,Philadelphia to Denver,June 2015,1,3,1,1,,,1,no
21501,US Airways,1,14th June 2015,FALSE,,Couple Leisure,Economy Class,Omaha to Hawaii,June 2015,1,1,,1,1,1,1,no
21502,US Airways,1,31st May 2015,FALSE,,,Economy Class,,,3,1,1,,1,,2,no
21503,US Airways,n,31st May 2015,FALSE,,,Economy Class,,,1,1,1,,1,,1,no
21504,US Airways,n,25th May 2015,FALSE,,,First Class,,,1,3,2,,1,,1,no
21505,US Airways,7,20th May 2015,FALSE,,,Economy Class,,,4,4,3,,3,,4,yes
21506,US Airways,n,10th May 2015,FALSE,,,Economy Class,,,2,1,1,,0,,2,no
21507,US Airways,3,10th May 2015,FALSE,,,Business Class,,,2,2,3,,1,,1,no
21508,US Airways,n,6th May 2015,FALSE,,,Economy Class,,,3,4,2,,0,,3,no
21509,US Airways,1,4th May 2015,FALSE,,,Economy Class,,,1,1,1,,1,,1,no
21510,US Airways,2,1st May 2015,FALSE,,,Economy Class,,,1,2,2,,1,,2,no
21511,US Airways,n,1st May 2015,FALSE,,,Business Class,,,0,1,0,,0,,1,no
21512,US Airways,5,27th April 2015,FALSE,,,Economy Class,,,3,3,3,,1,,4,yes
21513,US Airways,n,22nd April 2015,FALSE,,,Economy Class,,,2,3,1,,1,,1,no
21514,US Airways,n,19th April 2015,FALSE,,,Economy Class,,,2,1,1,,1,,1,no
21515,US Airways,2,16th April 2015,FALSE,,,Economy Class,,,4,2,4,,0,,3,no
21516,US Airways,n,16th April 2015,FALSE,,,Economy Class,,,1,3,1,,1,,1,no
21517,US Airways,n,12th April 2015,FALSE,,,Economy Class,,,0,1,0,,0,,4,no
21518,US Airways,1,8th April 2015,FALSE,,,Economy Class,,,3,2,0,,1,,1,no
21519,US Airways,n,6th April 2015,FALSE,,,Economy Class,,,1,1,1,,1,,1,no
21520,US Airways,6,6th April 2015,FALSE,,,First Class,,,4,4,3,,1,,3,no
21521,US Airways,n,4th April 2015,FALSE,,,Economy Class,,,3,2,1,,1,,3,no
21522,US Airways,n,4th April 2015,FALSE,,,Economy Class,,,2,1,1,,2,,1,no
21523,US Airways,n,29th March 2015,FALSE,,,Economy Class,,,4,2,0,,0,,1,no
21524,US Airways,n,24th March 2015,FALSE,,,Economy Class,,,3,1,0,,0,,4,no
21525,US Airways,2,24th March 2015,FALSE,,,Economy Class,,,2,2,1,,1,,2,no
21526,US Airways,3,19th March 2015,FALSE,,,Economy Class,,,4,1,4,,1,,1,no
21527,US Airways,1,19th March 2015,FALSE,,,Economy Class,,,2,2,3,,2,,1,no
21528,US Airways,n,19th March 2015,FALSE,,,Economy Class,,,3,1,2,,1,,1,no
21529,US Airways,2,9th March 2015,FALSE,,,Economy Class,,,1,2,1,,1,,1,no
21530,US-Bangla Airlines,7,10th February 2020,TRUE,Boeing 737-800,Solo Leisure,Economy Class,Dhaka to Bangkok,January 2020,4,4,4,4,,,4,yes
21531,US-Bangla Airlines,7,19th January 2020,TRUE,,Solo Leisure,Economy Class,Dhaka to Bangkok,January 2020,4,5,5,4,,,4,yes
21532,US-Bangla Airlines,7,5th March 2018,TRUE,Boeing 737-800,Family Leisure,Economy Class,Cox's Bazar to Dhaka,February 2018,3,5,4,5,,,5,yes
21533,US-Bangla Airlines,1,18th January 2018,TRUE,,Family Leisure,Economy Class,Sylhet to Dhaka,January 2018,2,1,,1,,,2,no
21534,US-Bangla Airlines,1,19th November 2017,TRUE,,Family Leisure,Economy Class,Dhaka to Jessore,November 2017,1,1,,1,,,1,no
21535,US-Bangla Airlines,1,23rd January 2017,FALSE,Dash-8 Q400,Solo Leisure,Economy Class,Dhaka to Jessore,January 2017,5,5,5,5,,,5,yes
21536,Utair Aviation,1,5th June 2017,FALSE,,Solo Leisure,Economy Class,Moscow to Dushanbe,May 2017,3,3,2,1,,,4,no
21537,Utair Aviation,3,7th May 2017,FALSE,,Solo Leisure,Economy Class,Moscow Vnukovo to St Petersburg,May 2017,3,2,,4,,,3,no
21538,Utair Aviation,3,9th February 2017,FALSE,Boeing 737-500,Business,Economy Class,Usinsk to Vilnius,February 2017,1,1,1,3,1,,1,no
21539,Utair Aviation,8,8th June 2014,FALSE,,,Business Class,,,0,0,0,,0,,0,yes
21540,Utair Aviation,8,2nd June 2014,FALSE,,,Business Class,,,4,3,4,,1,,3,yes
21541,Utair Aviation,9,19th August 2013,FALSE,,,Economy Class,,,,,,,,,4,yes
21542,Utair Aviation,8,29th November 2012,FALSE,,,Economy Class,,,,,,,,,4,yes
21543,Utair Aviation,6,7th August 2012,FALSE,,,Economy Class,,,,,,,,,4,yes
21544,Utair Aviation,5,11th October 2011,FALSE,,,Economy Class,,,,,,,,,1,no
21545,Utair Aviation,9,22nd December 2010,FALSE,,,Economy Class,,,,,,,,,4,yes
21546,Uzbekistan Airways,4,15th July 2023,FALSE,Boeing 787,Solo Leisure,Economy Class,Tashkent to Dubai,July 2023,3,1,3,3,3,,3,no
21547,Uzbekistan Airways,8,4th June 2023,TRUE,A330,Solo Leisure,Economy Class,Tashkent to Dubai,June 2023,4,4,5,4,1,,4,yes
21548,Uzbekistan Airways,1,4th June 2023,TRUE,A321,Family Leisure,Economy Class,London to Tashkent,May 2023,3,5,5,5,1,1,5,yes
21549,Uzbekistan Airways,6,16th January 2023,FALSE,,Business,Business Class,Kuala Lumpur to Istanbul via Tashkent,December 2022,4,4,3,3,,,5,yes
21550,Uzbekistan Airways,2,24th August 2022,FALSE,,Family Leisure,Economy Class,New York to Tashkent,August 2022,,,,,,,1,no
21551,Uzbekistan Airways,1,27th June 2022,TRUE,,Couple Leisure,Economy Class,Fergana to Tashkent,June 2022,1,1,1,1,1,1,1,no
21552,Uzbekistan Airways,1,7th November 2021,TRUE,,Family Leisure,Economy Class,Dubai to Tashkent,November 2021,2,1,1,1,1,,4,no
21553,Uzbekistan Airways,7,19th December 2019,TRUE,Boeing 767,Solo Leisure,Economy Class,Kuala Lumpur to Tashkent,December 2019,5,4,4,4,3,,4,yes
21554,Uzbekistan Airways,7,21st November 2019,TRUE,Boeing 787-8,Solo Leisure,Economy Class,Tashkent to London Heathrow,November 2019,5,5,2,4,4,,4,yes
21555,Uzbekistan Airways,1,17th November 2019,TRUE,,Solo Leisure,Economy Class,Paris to Delhi via Tashkent,November 2019,2,1,1,1,2,1,1,no
